Crop,N,P,K,Temperature,Humidity,pH,Rainfall,State,Season,Price
maize,86,37,16,24.65947166080464,71.45314936960855,5.52656240691716,92.52091790878356,Uttar Pradesh,Kharif,148.68
rice,97,54,36,21.255821027101607,86.48315054533803,5.525479921797116,218.81314261202363,Tamil Nadu,Post-Monsoon,249.39
coffee,80,38,29,27.234367380128887,62.262324781384834,6.235805825335431,196.98704459849654,Maharashtra,Post-Monsoon,165.14
maize,64,36,20,20.662315014988103,55.62685337717733,5.738897767928572,97.33817874444156,Karnataka,Post-Monsoon,281.64
cotton,104,58,22,29.534756054464808,71.9870598451289,7.093831027586249,92.77485600785106,Karnataka,Zaid,45.05
maize,71,47,24,26.561536219946603,56.98475329839362,5.681441765495662,75.76172862011612,West Bengal,Kharif,264.93
rice,68,42,36,20.159202672627988,84.24274447818895,7.402073542700471,288.34416281185804,Uttar Pradesh,Post-Monsoon,215.09
coffee,84,35,33,26.578900346473368,66.04498358470228,6.57765918448488,153.43071972940876,Uttar Pradesh,Kharif,32.46
maize,75,37,24,25.003478888665697,70.177362688359,5.711593040545598,90.36839116167866,Karnataka,Kharif,248.1
rice,76,57,43,23.614871498218122,80.38090529319147,6.323168620358976,250.1275105907349,Punjab,Kharif,243.12
jute,72,52,41,25.370278603788428,75.8314948341185,6.831281476507186,208.79023248948147,Punjab,Kharif,281.67
maize,76,53,20,25.939550847155907,64.72965531464845,6.16809109683992,66.40925957783944,West Bengal,Kharif,86.88
jute,80,45,44,24.19376634228758,81.71025823508438,6.315689508264802,218.95830655332298,Maharashtra,Rabi,265.65
coffee,95,27,27,24.683816537515604,69.31035836469533,6.566022715845468,140.65814506079863,Karnataka,Kharif,88.17
maize,83,54,23,20.05988184188473,69.18592254281536,5.542299646698833,85.13597867903675,Punjab,Zaid,237.24
maize,92,57,15,27.453070402516367,73.34153558939627,6.666852430288182,87.7566181954187,Uttar Pradesh,Zaid,249.12
coffee,86,33,34,24.573306336368262,53.779713199423504,6.422696025594739,141.40216241986738,Punjab,Zaid,165.38
maize,95,50,22,27.437663822120143,74.52979322295775,6.252518658660843,115.39716126083613,Tamil Nadu,Rabi,172.55
coffee,97,24,34,24.961261957536717,59.07145619230349,6.057073767465137,178.29096178535193,Karnataka,Post-Monsoon,167.86
cotton,129,55,17,25.833878636319984,82.55742946292538,7.730589118402049,96.1707828237382,Tamil Nadu,Kharif,223.71
coffee,98,31,29,23.204277057482752,67.60309465820518,6.29249510628153,145.07818878771604,Punjab,Rabi,193.76
jute,63,56,36,23.78408199147744,87.74196644892832,6.799270698424889,197.13217941050684,Punjab,Post-Monsoon,294.71
rice,67,45,39,27.565391672262407,76.42873400959304,5.068676406282462,228.43510743238767,Tamil Nadu,Post-Monsoon,298.2
coffee,90,31,27,22.301937597607985,51.258149520360476,6.281020186990183,122.59766173533987,Tamil Nadu,Post-Monsoon,228.14
jute,74,53,40,26.454359986510145,88.84760982928897,6.023777763347814,222.9923519285821,Karnataka,Zaid,268.85
jute,87,48,42,25.851855169482796,89.7985423616899,6.083889525192339,164.21813763873516,Karnataka,Post-Monsoon,34.79
maize,76,45,16,26.855594435856315,55.200208211182726,7.264818372887577,94.30073270098431,Uttar Pradesh,Rabi,112.86
cotton,114,57,15,26.991086581076065,71.6521342437845,6.779032051890818,74.4638607514042,Uttar Pradesh,Rabi,24.39
jute,65,53,42,23.949386312051193,77.18442970058135,7.046147425855789,214.28065910861739,Andhra Pradesh,Post-Monsoon,239.17
jute,74,45,40,24.090960755860102,78.65163925148116,7.263290596309671,170.93060758342085,Punjab,Rabi,40.31
jute,66,57,39,29.440280367821323,84.75382606640493,6.135628466687491,244.78565672536607,Karnataka,Zaid,92.4
maize,77,48,16,25.889451239349267,68.63570995576909,7.277504967500545,101.55084076567158,Tamil Nadu,Kharif,88.19
jute,95,39,35,28.622193581429116,77.30119323583632,6.549826781068839,187.33531610318317,Uttar Pradesh,Zaid,62.39
rice,93,41,42,21.903817862970346,80.50082862890699,5.264512562141285,255.38479165116527,Punjab,Rabi,53.98
rice,63,44,36,23.54931200968016,82.54768750577017,6.2332020683464,180.47519316145713,Tamil Nadu,Post-Monsoon,160.33
coffee,99,38,32,27.200928914130934,67.87946114925009,7.379688857669154,127.58793546025248,Punjab,Kharif,172.36
rice,68,50,37,26.06716201970004,77.50181002775511,6.993551384854161,266.4133600217935,Karnataka,Rabi,44.12
jute,78,41,41,25.010153355913904,79.91620838844192,6.173408415917268,188.86309456071027,Karnataka,Zaid,30.42
cotton,127,55,15,30.828231626784937,77.0948589054723,7.039370062300754,71.43456279103162,Andhra Pradesh,Rabi,149.37
maize,61,46,20,26.635568029983098,61.81895603285219,7.29902553019262,116.45279438048908,West Bengal,Kharif,207.84
jute,61,35,44,27.136063871765803,84.79092185665836,6.383499334997722,186.45664275198644,Karnataka,Rabi,256.23
jute,99,47,37,26.562196786219722,75.93666412460887,6.575920513356233,194.44409576714986,Karnataka,Zaid,59.65
cotton,116,42,23,22.851436365560822,74.54417751835126,7.489193951926152,117.86593077407885,Maharashtra,Post-Monsoon,221.0
coffee,99,37,33,23.762766823925965,63.44105081010724,7.053235147795355,149.73815876931684,West Bengal,Zaid,24.96
cotton,107,41,17,29.779094067485367,75.73544996592442,6.8862546906458295,82.57142812617732,Tamil Nadu,Zaid,122.86
coffee,111,34,25,27.331852683019104,59.676999400664464,7.092633730949157,145.3163661226766,Maharashtra,Post-Monsoon,115.81
rice,88,47,39,23.145641509273652,76.26556344657757,6.7125152166579465,264.9303849126478,Uttar Pradesh,Post-Monsoon,120.8
cotton,119,59,22,23.933392336120523,84.26117069819007,6.817399124541868,88.00098934985185,Karnataka,Zaid,34.76
cotton,124,45,20,24.67258685147062,76.32266773765436,6.1887949518077185,67.54235439072694,Maharashtra,Kharif,136.04
coffee,83,31,32,22.631317331429017,63.4403952436107,6.953141881054458,184.46111346346652,Uttar Pradesh,Rabi,251.07
maize,66,56,22,23.962585752327023,69.1947416960204,5.514715659250829,91.09234393095124,Andhra Pradesh,Zaid,30.51
coffee,118,29,34,25.243316052333544,59.16409610504432,7.417525641372741,173.8887865597356,Punjab,Post-Monsoon,38.17
cotton,123,46,15,27.415969227984867,79.44135566675651,6.513828569384587,108.04816127871148,Karnataka,Rabi,196.99
cotton,139,49,15,30.30202884345762,79.96018342101404,6.676735731850432,116.13138136553144,Karnataka,Post-Monsoon,275.42
coffee,106,32,31,26.447852250104575,66.55220522698306,7.451796848927033,191.18691152706486,Uttar Pradesh,Rabi,188.15
jute,87,45,43,27.51917110924866,88.3808829031454,7.0993161793258475,200.83554875645922,Punjab,Zaid,297.71
cotton,138,39,21,27.649526076524733,71.32213365086189,6.827331047166414,105.00964997727607,Uttar Pradesh,Post-Monsoon,214.15
jute,71,50,42,26.084221798414223,87.85425194804083,7.0263136127827295,238.24411913475817,Maharashtra,Rabi,76.98
cotton,119,50,15,28.603358305141278,77.84064181101401,6.047183935561591,84.8239738548198,Karnataka,Rabi,103.79
coffee,115,31,31,24.3763268646128,53.98313795194134,6.637191271997118,150.84420011933355,Maharashtra,Rabi,276.32
coffee,97,34,30,27.930223400329425,59.305550625518464,6.087356746230413,140.9819457451988,West Bengal,Kharif,142.1
coffee,84,37,32,26.7064339936504,59.857925711692054,6.271311786638004,178.78094490842756,Andhra Pradesh,Kharif,90.6
rice,71,55,40,25.621447538275852,83.2905583506831,5.2868548958454795,195.13651896193824,Uttar Pradesh,Kharif,168.27
jute,81,42,38,23.227406176831156,83.92915261656081,6.808790691190971,246.88146905778046,Karnataka,Rabi,155.58
rice,90,56,36,20.495935082200862,76.42021485757192,5.082141744350991,239.9003799915194,West Bengal,Rabi,188.17
rice,84,37,40,26.85201453769866,89.72845710052869,6.727764675134628,285.983166350833,Karnataka,Post-Monsoon,285.5
cotton,134,54,16,30.51969253555842,75.34913369311579,6.52279463312079,116.79591436670032,Andhra Pradesh,Post-Monsoon,223.36
jute,91,44,40,28.575162386764667,83.20594486377664,6.974928147248834,225.37682020450524,Andhra Pradesh,Kharif,194.16
coffee,119,31,29,26.365378212593203,62.59744800366358,6.539684120072894,152.46496737602172,Punjab,Post-Monsoon,291.72
rice,75,42,36,24.924017592043356,87.55094529215678,5.4091891593243195,213.2345541749532,Andhra Pradesh,Zaid,38.42
coffee,86,33,31,23.306198793143395,69.32042918260417,6.19595157233604,149.74694276531355,Tamil Nadu,Kharif,27.23
coffee,96,26,25,27.900323322763434,66.8221461787774,6.053948634320119,172.67196763016335,Uttar Pradesh,Post-Monsoon,100.29
maize,87,59,21,21.488704166052905,73.46337423508359,5.91328636978341,112.44654708154982,Andhra Pradesh,Kharif,28.53
coffee,90,32,26,23.256506024931127,60.74166911180207,7.105828835356958,170.185130960821,Karnataka,Rabi,152.08
maize,75,41,19,27.985608065856287,55.496344228902984,7.1704881203177315,81.92201049303917,Punjab,Zaid,255.65
cotton,101,43,22,25.261060566387933,73.3065682733892,7.85057638958631,112.07799852012786,Tamil Nadu,Post-Monsoon,159.91
rice,98,36,37,26.234117313362646,89.55832006092744,6.397383100675942,220.36724680834914,Tamil Nadu,Post-Monsoon,165.33
jute,68,59,35,26.91395659524078,82.54175162770021,6.216654726232616,194.2066213118075,Punjab,Rabi,113.55
maize,72,39,18,20.94603332940456,60.17410140648573,5.5517921404989705,77.11270467919992,Tamil Nadu,Kharif,175.11
rice,88,38,39,28.8141033232325,83.90472877661041,6.5196570602024515,228.4037166031624,Andhra Pradesh,Post-Monsoon,209.41
jute,63,38,40,27.879091097539842,83.40173974514022,6.579693846491903,192.0249601807542,Maharashtra,Post-Monsoon,177.39
rice,79,35,42,28.812580677630116,76.16818483636936,6.7670089905262625,290.4045796930863,West Bengal,Kharif,95.79
maize,87,42,22,23.030437475570213,68.24223651616359,7.325198691182781,112.42768142519284,Andhra Pradesh,Post-Monsoon,160.51
jute,81,48,35,26.294906996437433,75.73722585517766,6.2865932090195376,229.05136075336478,West Bengal,Zaid,147.11
coffee,103,22,27,27.12639707995408,64.97998034809913,6.408473095771624,129.40014721698986,Uttar Pradesh,Kharif,90.56
coffee,108,30,25,24.678127476579554,61.013809829412935,7.416695531823057,136.98220122284116,Andhra Pradesh,Rabi,165.64
maize,93,44,24,19.29065124829063,65.73718293005237,7.373140436141679,78.50112730057192,Uttar Pradesh,Post-Monsoon,263.47
cotton,136,40,15,23.018472651423828,80.9274090077116,6.399339476081293,82.27625523032363,Andhra Pradesh,Kharif,160.48
cotton,123,50,20,26.063664052774616,77.27609363714043,7.08165412794308,109.101638483713,Punjab,Kharif,68.07
maize,71,40,24,25.432944752240765,63.7622330206659,7.135576861178839,92.9595819111609,Uttar Pradesh,Zaid,280.34
rice,83,43,41,22.55872540812213,81.1061516906847,6.694203852794246,207.20810722780337,Karnataka,Rabi,188.55
jute,65,37,42,24.873679060360082,81.15898045857399,7.347895365853455,239.6256716471579,Andhra Pradesh,Zaid,212.0
maize,66,49,16,22.38021796350329,63.17487525617056,6.35783791898742,95.13367760984681,Punjab,Rabi,165.93
coffee,86,25,34,26.376492692359243,61.19434871856627,6.538501152118895,184.66862579984593,Uttar Pradesh,Post-Monsoon,128.66
coffee,102,23,30,24.367306775688238,65.85385145698756,6.418716199833456,171.70920896989247,Tamil Nadu,Post-Monsoon,264.53
maize,70,58,21,26.5874496852958,67.67566569494575,6.006402326739954,93.31774951969088,Uttar Pradesh,Kharif,167.72
coffee,80,36,27,22.105870961071634,60.340125664194176,6.794359021069012,152.07057081023282,West Bengal,Zaid,103.27
rice,88,45,37,20.727362617771966,86.85197060589162,5.544452004418922,261.2445377858412,Andhra Pradesh,Post-Monsoon,244.9
maize,91,44,24,24.618603122150056,62.11059594304015,7.11771707806713,77.68208219313168,Uttar Pradesh,Kharif,179.94
cotton,138,41,18,24.272076778320045,76.09609430201493,7.7025223347241205,107.90905457582552,Punjab,Post-Monsoon,94.81
cotton,118,38,22,25.39237340528867,77.47298079342528,6.8773355440631505,73.09639192688962,Andhra Pradesh,Zaid,56.53
jute,98,43,40,23.625379316043066,81.5667221594943,6.34610188531058,179.11964549966243,Maharashtra,Rabi,236.23
cotton,136,41,17,29.457337336813588,70.52735488072751,7.15014083817083,107.19500824989039,Punjab,Post-Monsoon,24.84
jute,92,36,38,23.02874342028214,75.16520037503412,6.624954056120626,165.50086674167545,Karnataka,Post-Monsoon,206.05
rice,72,59,36,28.88533288524485,81.6286176746839,5.357114768979809,271.7101917683275,Uttar Pradesh,Zaid,241.19
maize,94,59,21,22.77109817693926,74.8912851336905,6.858343399075986,64.44449443262687,West Bengal,Kharif,297.99
rice,64,43,44,25.578791835778855,79.56461387731296,5.21614376780038,180.1714011695012,Tamil Nadu,Rabi,145.88
jute,65,57,36,29.994451092604088,79.302699684708,6.420682597140083,165.9749460233944,West Bengal,Rabi,65.94
jute,90,36,43,26.80820975706203,83.39693583269647,6.780173121753592,211.073177964462,Tamil Nadu,Zaid,94.0
rice,95,50,39,28.700249255201655,84.54158451965428,5.411827240202654,231.57975090156032,Andhra Pradesh,Kharif,100.43
cotton,136,52,24,22.54744982259595,75.3252289920437,6.963800334219955,90.18801328489918,Maharashtra,Zaid,108.46
cotton,119,44,21,31.38719301977863,82.0764006519929,7.701160394613199,93.03271803719973,Andhra Pradesh,Rabi,251.25
rice,79,35,35,26.883576249136578,78.8969162425674,5.6366542160811175,299.78340653733426,Karnataka,Post-Monsoon,72.62
jute,76,51,36,23.399693549116236,76.65814749462871,6.32908408379437,196.43502498821417,Punjab,Post-Monsoon,141.31
rice,90,51,43,24.26318293990701,80.00556311363445,5.791171960153746,272.8794104752811,Andhra Pradesh,Kharif,34.58
cotton,116,45,18,30.07536255397993,77.63025926026118,6.109428349667279,92.1282344754803,Punjab,Kharif,282.01
coffee,82,28,30,24.89335138202396,60.406472523827716,7.462866802925938,197.26163551074296,Punjab,Zaid,80.28
jute,61,36,44,23.871039455627287,89.43293814416987,6.434887143949543,235.2944203384293,Andhra Pradesh,Zaid,128.53
jute,67,44,39,24.095704493910187,80.49956550144685,6.928682100070044,165.93948847714023,Maharashtra,Kharif,291.05
coffee,100,37,33,26.3151981735746,64.90482972344883,6.7716786516023095,146.47935580827223,Karnataka,Rabi,254.49
jute,63,40,38,24.587310321803614,88.9723558037839,7.3626151609028545,228.12906474056922,Karnataka,Rabi,25.43
cotton,128,45,23,31.095866950537776,79.50834192748663,6.143813434632891,114.54033533014218,Tamil Nadu,Zaid,288.17
jute,85,44,43,24.404424631026014,85.72705165216763,6.472428092878139,180.63987983619577,Karnataka,Kharif,62.64
maize,72,37,23,18.829145813944812,67.40002666954817,6.180445988902514,111.35551137547787,Maharashtra,Zaid,141.71
jute,61,40,40,28.381349265048122,78.9838139746104,7.150850091238834,170.58873107665994,Tamil Nadu,Post-Monsoon,110.07
rice,94,44,40,21.06278511570536,87.6297529208734,6.207136912457367,259.1228864734613,Tamil Nadu,Zaid,162.99
maize,88,52,18,21.83567391007292,64.8347588603798,7.292472498292266,108.40246846470369,West Bengal,Post-Monsoon,21.02
coffee,97,38,32,22.226707039574077,62.86739450139521,6.393765435724749,124.18777427450505,Punjab,Rabi,84.67
jute,76,48,37,25.640251542489704,88.55004009784058,6.1045360450951796,155.82175120753396,Andhra Pradesh,Rabi,279.56
cotton,110,54,22,28.723268099936412,77.96801570229394,6.197746685325303,108.7307752375651,Andhra Pradesh,Post-Monsoon,262.49
cotton,126,55,18,27.65888605101759,79.23328934789768,6.079115013125226,84.18232547442793,Uttar Pradesh,Post-Monsoon,201.76
cotton,112,50,24,25.205632243609244,71.40280185396864,6.854224892838668,67.72526624208334,Maharashtra,Zaid,285.33
jute,72,47,44,26.985342423350577,80.74093786976657,7.135783679522954,180.56484968361835,Uttar Pradesh,Rabi,186.04
cotton,113,50,18,22.723893982643105,74.3555231872903,7.76447016204153,68.82089729398672,Tamil Nadu,Rabi,219.05
jute,75,36,35,26.31641304760096,81.7015823825941,6.010644798742331,231.93982309664926,Tamil Nadu,Rabi,120.75
jute,75,55,35,27.91840703506541,89.33970088239109,6.797009929854914,189.97195509744276,Tamil Nadu,Zaid,287.04
jute,74,52,41,28.89788151025627,80.43272404191228,6.9907045820466465,197.08164193658982,Punjab,Rabi,75.7
cotton,137,48,22,30.49842604597024,74.38772530511547,6.334940981100085,82.74034999069197,Maharashtra,Zaid,119.0
jute,83,59,37,24.358901393121805,83.04911263895661,7.402233060665702,233.4956775052117,Tamil Nadu,Kharif,255.91
coffee,102,24,31,22.24168784040388,66.09665634592943,6.553481418986634,188.36952206307822,Karnataka,Rabi,244.62
coffee,80,22,30,22.95779654064064,67.92563104327576,6.606736596677864,156.45004922841602,Andhra Pradesh,Post-Monsoon,217.61
maize,98,49,15,18.387994547288876,58.73545056462259,7.162491610179885,106.00610138030015,Maharashtra,Zaid,118.18
rice,88,49,37,28.358884081262424,76.5191418574651,6.689731557075527,209.84704725487495,Uttar Pradesh,Post-Monsoon,24.34
jute,98,36,41,26.52984422555122,87.98467554559097,6.36202455575625,157.85362427927987,Karnataka,Zaid,119.79
maize,76,40,18,26.167933695743475,74.19184295218469,7.085324953503234,96.2281847306252,Tamil Nadu,Rabi,158.14
jute,63,35,42,24.065597497418068,85.00063283094686,6.426432433643189,208.57782709310476,Uttar Pradesh,Post-Monsoon,184.3
rice,70,46,36,29.96807712678854,77.3052620371087,7.1574101161886885,211.92256520745622,Maharashtra,Post-Monsoon,185.43
coffee,90,28,26,27.59588860325487,57.66117612842007,7.094282132964658,121.62728655057421,Maharashtra,Post-Monsoon,77.45
coffee,104,27,29,25.163530899704064,68.59740964587758,6.725695344874195,159.235927738876,Andhra Pradesh,Zaid,53.53
coffee,112,21,25,24.4238576998185,59.20234366406651,6.022761298569632,142.6996407968365,Punjab,Kharif,142.24
rice,88,58,41,23.37817043321564,80.82148103016236,5.605733323001166,290.93931393288636,Uttar Pradesh,Rabi,166.09
cotton,107,57,18,31.729616349520416,73.32176337059867,7.611216577628629,63.49651809363447,Karnataka,Kharif,277.93
coffee,112,36,34,26.429773062869845,56.71218488481803,7.147659887449697,154.6213665366555,West Bengal,Post-Monsoon,155.57
cotton,118,58,22,27.241546676947557,74.24500953143617,6.075951935139213,119.67565123331642,Uttar Pradesh,Post-Monsoon,154.96
rice,87,35,35,20.431702908629415,79.6440111762825,5.800275352514753,280.6023484858819,Andhra Pradesh,Kharif,203.18
cotton,138,51,20,22.091655501838165,73.02098654190831,7.918048351945932,96.80411079133026,Karnataka,Rabi,93.27
jute,90,41,44,27.64870469803524,82.92071173505698,7.4541622036983854,222.39891642356915,Tamil Nadu,Post-Monsoon,79.37
jute,62,52,39,26.619825515998436,88.62125530589782,7.206561621206551,156.58298433631538,Uttar Pradesh,Rabi,213.92
cotton,127,57,22,27.340361132046567,83.19194040267838,6.820047573483486,88.91969506397203,Andhra Pradesh,Post-Monsoon,39.73
rice,77,41,36,24.60868735269652,85.0695663534642,5.405458431019693,238.37308645702495,Tamil Nadu,Post-Monsoon,226.79
rice,68,41,43,21.26283472584569,89.1866474586952,5.331435193711206,272.9607524618158,Andhra Pradesh,Rabi,94.15
cotton,131,59,17,28.260981019870467,83.36801196102714,7.011312714860439,64.62866244516366,Tamil Nadu,Zaid,105.73
jute,78,35,39,29.231544693881894,79.05522885743376,7.234140364548498,201.83239230398235,Uttar Pradesh,Rabi,149.31
coffee,88,24,28,26.379334706221584,58.218658099255165,6.943828789512438,175.94503369242432,Maharashtra,Zaid,219.11
jute,65,48,44,24.69235155235777,82.24521169265925,7.330247309203439,187.8347581682647,Andhra Pradesh,Post-Monsoon,229.92
jute,78,58,44,29.733217671079956,84.7890302282316,6.684149289993887,189.77733515310396,Tamil Nadu,Kharif,110.92
cotton,103,46,18,24.28100377902385,83.8333497723229,7.185136365529654,82.79545745772087,Andhra Pradesh,Kharif,160.54
rice,85,42,37,21.130529678345102,86.36137655059987,6.893870982833429,277.1724484676715,Uttar Pradesh,Zaid,268.25
rice,63,43,39,27.66157101582778,88.98665967566026,7.368267248092405,224.28212788934073,West Bengal,Rabi,57.94
maize,69,40,15,27.33987418512617,58.67159254710292,6.005531719902328,84.39819161309822,Punjab,Rabi,127.29
coffee,118,21,33,27.232966911817037,51.425166652964556,7.28138709233091,182.53083563545684,Karnataka,Zaid,48.98
coffee,84,36,28,22.067995559226926,60.972686103891675,7.460091437154065,155.09477623198347,Maharashtra,Post-Monsoon,171.41
maize,85,56,22,26.584702525982628,65.92780934423472,6.6389530293260215,80.59043143243701,Uttar Pradesh,Post-Monsoon,177.24
maize,92,41,24,23.438779211611177,61.771080548741025,6.446869867188098,96.79022164458702,Karnataka,Post-Monsoon,263.26
jute,84,49,36,28.735994975692556,88.58373206359698,6.179639949648296,203.19329775527916,Andhra Pradesh,Rabi,99.66
jute,97,41,44,24.183874038509245,79.83674714565974,6.6603325893842475,233.32096879578015,Punjab,Post-Monsoon,280.23
jute,70,44,35,23.353552295825974,75.65821632553116,7.080559819098305,194.4479977977791,Andhra Pradesh,Rabi,91.76
maize,65,35,20,22.087930172711726,61.5354619631009,6.989730716932559,64.77923565722537,Tamil Nadu,Kharif,33.6
coffee,93,34,34,23.924272989905763,69.27832024146377,6.962369521865091,121.87463642939106,Andhra Pradesh,Rabi,140.45
cotton,116,55,15,31.925977185816603,79.88552021648502,6.100911141240248,66.27377188526049,Tamil Nadu,Rabi,266.68
jute,96,43,43,26.814171802205756,79.2526078540641,7.422637733312239,234.2464106835575,Andhra Pradesh,Zaid,222.26
jute,65,59,35,26.44946942105469,77.41070023786479,7.467398195294211,165.85202340274094,Punjab,Zaid,156.49
coffee,108,37,26,26.809716915892203,62.60835236762709,6.439387805104684,149.88322370514365,Maharashtra,Post-Monsoon,207.59
coffee,99,37,27,26.283405600379588,59.60037019689242,6.603590347221645,132.11660979203316,Andhra Pradesh,Zaid,143.72
cotton,132,50,21,22.053985421836774,80.02757351726474,7.945253208865105,96.40959381531496,Uttar Pradesh,Post-Monsoon,53.58
coffee,103,28,30,23.395408445540973,62.15391806995216,6.604006812380996,136.62749771357193,Karnataka,Zaid,247.75
coffee,101,29,34,23.41801954161251,51.957140054329,6.864238994738949,164.29422668315468,Punjab,Kharif,72.75
maize,94,55,19,20.34057775017499,55.99562003046088,6.037000152394991,99.25414679671908,Tamil Nadu,Kharif,169.41
maize,79,38,20,24.938633423283946,64.78645494950243,6.525152431848423,76.06645887624705,Tamil Nadu,Kharif,147.39
maize,81,55,17,23.566820526817537,67.91518584522612,5.52703454339944,69.73024362823128,Tamil Nadu,Rabi,295.78
coffee,115,38,34,23.056495798190298,64.33437171535283,7.05898560444299,138.7359247830472,Maharashtra,Post-Monsoon,95.5
coffee,115,30,29,23.16728781819947,64.63359197574964,6.231221286504502,188.45149313159573,Karnataka,Post-Monsoon,164.11
jute,75,50,36,26.634141277021783,79.47086357692214,6.633809070335782,179.83377435874988,Karnataka,Post-Monsoon,93.65
coffee,103,22,28,23.505923237896425,63.66868974107834,7.02581511174496,160.14721940445108,West Bengal,Rabi,237.82
coffee,102,21,26,25.713610976580604,55.657718195727305,7.3423038010582795,121.93648355380239,Karnataka,Post-Monsoon,117.61
cotton,106,50,19,22.616079852924692,72.43747623211662,7.790067717706874,101.16145343615347,Karnataka,Rabi,89.97
cotton,116,46,21,26.69040046665963,77.56637119095156,7.170155632746432,90.79020097983386,Uttar Pradesh,Post-Monsoon,158.79
coffee,103,36,31,24.545110334475858,58.933774434893294,6.381220920191722,186.01079005291353,Andhra Pradesh,Zaid,155.87
rice,77,45,38,22.988631887868678,77.89476011908543,5.290451435635223,253.95048486849748,Maharashtra,Rabi,144.28
maize,63,55,18,22.691774960927717,62.354170162550865,5.70123995444518,78.57790860017074,Uttar Pradesh,Post-Monsoon,205.85
coffee,102,37,25,24.760615759346127,53.86894456023875,6.315558122294753,121.84376707252859,Punjab,Post-Monsoon,271.09
jute,96,53,43,24.957210028515924,76.91112107543144,6.958894324772045,157.51429531775867,West Bengal,Post-Monsoon,57.58
jute,86,35,40,28.404626667168994,87.63557000727482,7.140909872085093,166.82110924335416,West Bengal,Post-Monsoon,253.4
jute,90,55,44,26.060036735315244,79.01810374226162,6.90600749660925,237.13335923402826,Karnataka,Kharif,299.69
coffee,82,20,28,23.35124260129721,55.141921787902234,6.719182467224648,149.38221610245674,Andhra Pradesh,Rabi,275.87
cotton,113,46,15,25.83534512433977,82.54930315551488,7.301576641693804,96.85013101913356,Andhra Pradesh,Zaid,113.56
maize,88,39,20,21.084692125826862,55.400919990651296,6.665137818429622,101.93002022676197,Punjab,Zaid,259.08
maize,83,44,23,26.715518564582478,63.934790506227856,6.185933039400156,68.29473393804342,Uttar Pradesh,Post-Monsoon,143.05
coffee,102,32,25,27.266277764181638,66.26299976727628,7.436745326212915,190.70096123664257,West Bengal,Post-Monsoon,281.33
coffee,101,32,31,25.416894328819552,67.22227040122851,6.11750732664301,125.80598384357687,Punjab,Kharif,258.09
coffee,107,27,28,25.038103319684875,69.43032713608278,6.414358412434716,183.39126202870509,Andhra Pradesh,Zaid,83.07
coffee,80,23,31,23.96165260152817,62.13378646395772,7.395672900817546,186.95422662756988,Uttar Pradesh,Zaid,298.74
coffee,105,37,28,25.295610960090656,64.96721666857239,7.1758928826792,145.96870384775556,Uttar Pradesh,Kharif,221.92
jute,75,58,36,25.483920064014608,84.1902651701191,6.8780631341864344,204.76161006537473,Punjab,Rabi,199.34
jute,66,50,39,23.834901704278202,78.36873573980851,6.750296903284178,234.044275054602,Andhra Pradesh,Rabi,216.36
cotton,138,54,22,26.046537416485503,75.9052282898592,6.383746368809003,63.67299948861432,Uttar Pradesh,Kharif,185.46
jute,88,40,35,28.45672177276753,78.78879010027086,7.244465708029392,220.39366670345154,Tamil Nadu,Zaid,284.79
rice,85,58,38,28.555888940755633,82.96042784645282,5.638081085860708,261.0772876637866,Maharashtra,Kharif,171.92
maize,63,56,24,26.21535577889686,55.57141835448021,6.761702077290224,80.97511174706352,Karnataka,Zaid,101.95
coffee,91,30,32,26.993434640250648,55.495956215358014,7.099729534659878,127.5247856182871,West Bengal,Post-Monsoon,286.39
maize,73,35,24,20.98039332094451,63.24193137416229,5.947556772541953,115.95216514813343,Punjab,Rabi,156.67
maize,92,50,17,21.943411463506642,55.02568851053603,5.740318517471244,92.07327268536235,Uttar Pradesh,Rabi,209.04
rice,67,50,36,28.24626352800893,84.12525069797518,6.110880490243737,293.2795088052734,Punjab,Zaid,33.39
coffee,95,37,25,22.705343494725618,69.80445069230149,6.3141100709249,120.94239010293136,Tamil Nadu,Rabi,299.28
cotton,104,57,22,23.76039682154971,81.79788830655387,6.625087304473444,114.8665037692403,West Bengal,Zaid,255.38
cotton,138,50,20,30.0574689217812,79.03767045362093,6.591645437163726,113.29255159284895,Punjab,Zaid,255.37
coffee,101,35,28,25.83126236441148,51.011937073531634,7.38941994277261,196.93050053002457,West Bengal,Kharif,73.06
maize,64,46,23,25.29516928573122,61.945753323053495,6.8621002234608905,82.37259055213067,Uttar Pradesh,Post-Monsoon,60.76
rice,77,52,41,25.76883274976946,75.6142729822422,6.318299198999649,286.3642376514649,Tamil Nadu,Rabi,254.6
maize,62,57,21,21.266219057480086,67.46628867518115,5.61266655559848,61.43305147914857,Karnataka,Rabi,146.01
cotton,115,43,16,25.557740842006602,73.1934138198999,7.511931697862496,98.41163211222192,Uttar Pradesh,Rabi,53.57
jute,68,54,36,28.453037757468262,75.30079064676013,7.335704360975835,206.92813829505243,Maharashtra,Rabi,247.33
coffee,80,36,28,22.6610327215218,64.42574537947654,6.234640378232428,187.9949993123779,West Bengal,Zaid,223.33
jute,64,39,35,25.21618642287398,85.06832334519477,6.047168932588422,222.64967463374228,Maharashtra,Post-Monsoon,254.02
